,skey,yy,signgu,rstrt_se,mnmnu,rstrt_nm,adres,telno,rstrt_mentn_co,kwrd_list,kwrd_list_fq_co,kwrd_all,rstrt_mentn_co_all,final_keywords
24,57,2020,창원시,한식,오리구이,주남오리궁(동읍),의창구 동읍 주남로17번길 3-10 (1층),055-252-5292,9,"중주, 연주회, 저수지, 추천, 맛집, 오리궁, 창원, 근처, 연습, 개최, 관람, 구성, 내용, 미애, 상황, 식사, 앙상블, 오리, 준비, 캘리포니아","13, 9, 7, 6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","중주,중주,중주,중주,중주,중주,중주,중주,중주,중주,중주,중주,중주,연주회,연주회,연주회,연주회,연주회,연주회,연주회,연주회,연주회,저수지,저수지,저수지,저수지,저수지,저수지,저수지,추천,추천,추천,추천,추천,추천,맛집,맛집,맛집,맛집,맛집,오리궁,오리궁,오리궁,오리궁,오리궁,창원,창원,창원,창원,창원,근처,근처,근처,근처,연습,연습,연습,연습,개최,개최,개최,관람,관람,관람,구성,구성,구성,내용,내용,내용,미애,미애,미애,상황,상황,상황,식사,식사,식사,앙상블,앙상블,앙상블,오리,오리,오리,준비,준비,준비,캘리포니아캘리포니아캘리포니아",0,중주 중주 중주 중주 중주 중주 중주 중주 중주 중주 중주 중주 중주 연주회 연주회 연주회 연주회 연주회 연주회 연주회 연주회 연주회 저수지 저수지 저수지 저수지 저수지 저수지 저수지 추천 추천 추천 추천 추천 추천 맛집 맛집 맛집 맛집 맛집 오리궁 오리궁 오리궁 오리궁 오리궁 창원 창원 창원 창원 창원 근처 근처 근처 근처 연습 연습 연습 연습 개최 개최 개최 관람 관람 관람 구성 구성 구성 내용 내용 내용 미애 미애 미애 상황 상황 상황 식사 식사 식사 앙상블 앙상블 앙상블 오리 오리 오리 준비 준비 준비 캘리포니아캘리포니아캘리포니아
25,58,2020,창원시,한식,오리요리,주남오리알,"의창구 동읍 주남로 93-21, 1층",055-253-9067,7,"맛집, 리알, 오리고기, 마지막, 저녁, 저수지, 남오, 도착, 수업, 아버지, 절반, 창원, 가지, 경남, 고추, 그릇, 근처, 기념, 나들이, 날씨","8, 6, 6, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2","맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,리알,리알,리알,리알,리알,리알,오리고기,오리고기,오리고기,오리고기,오리고기,오리고기,마지막,마지막,마지막,마지막,저녁,저녁,저녁,저녁,저수지,저수지,저수지,저수지,남오,남오,남오,도착,도착,도착,수업,수업,수업,아버지,아버지,아버지,절반,절반,절반,창원,창원,창원,가지,가지,경남,경남,고추,고추,그릇,그릇,근처,근처,기념,기념,나들이,나들이,날씨날씨",0,맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 리알 리알 리알 리알 리알 리알 오리고기 오리고기 오리고기 오리고기 오리고기 오리고기 마지막 마지막 마지막 마지막 저녁 저녁 저녁 저녁 저수지 저수지 저수지 저수지 남오 남오 남오 도착 도착 도착 수업 수업 수업 아버지 아버지 아버지 절반 절반 절반 창원 창원 창원 가지 가지 경남 경남 고추 고추 그릇 그릇 근처 근처 기념 기념 나들이 나들이 날씨날씨
26,59,2020,창원시,한식,찜류,중동식당,"의창구 의창대로211번길 13 (중동,1층)",055-255-5421,4,"맛집, 창원, 추천, 부모님, 거리, 게장, 고갈, 멀리, 모시, 물런, 시티, 식당, 유니, 제외, 종류, 주변, 중동, 칼국수, 코로나, 평일","6, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","맛집,맛집,맛집,맛집,맛집,맛집,창원,창원,창원,창원,창원,추천,추천,추천,부모님,부모님,거리,게장,고갈,멀리,모시,물런,시티,식당,유니,제외,종류,주변,중동,칼국수,코로나,평일",0,맛집 맛집 맛집 맛집 맛집 맛집 창원 창원 창원 창원 창원 추천 추천 추천 부모님 부모님 거리 게장 고갈 멀리 모시 물런 시티 식당 유니 제외 종류 주변 중동 칼국수 코로나 평일
27,64,2020,창원시,한식,갈비류,청풍갈비살,의창구 북면 천주로1070,055-298-1800,1,"갈비, 기름, 명륜","2, 1, 1","갈비,갈비,기름,명륜",0,갈비 갈비 기름 명륜
28,67,2020,창원시,한식,"소고기, 석쇠불고기,국밥",판문점(팔용동),"의창구 남산로17번길 50 (팔용동,1층)",055-277-3242,1,"판문점, 석쇠, 용동","2, 1, 1","판문점,판문점,석쇠,용동",0,판문점 판문점 석쇠 용동
29,68,2020,창원시,한식,도가니탕,푸주옥(창원),"의창구 용지로 257 (용호동,1층)",055-266-4121,10,"창원, 맛집, 추천, 진해, 마산, 생각, 고기, 식당, 횟집, 곱창, 구이, 국밥, 도가니탕, 돈까스, 리스트, 상남, 소개, 어디, 짬뽕, 한정식","22, 17, 9, 8, 7, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,추천,추천,추천,추천,추천,추천,추천,추천,추천,진해,진해,진해,진해,진해,진해,진해,진해,마산,마산,마산,마산,마산,마산,마산,생각,생각,생각,생각,생각,고기,고기,고기,고기,식당,식당,식당,식당,횟집,횟집,횟집,횟집,곱창,곱창,곱창,구이,구이,구이,국밥,국밥,국밥,도가니탕,도가니탕,도가니탕,돈까스,돈까스,돈까스,리스트,리스트,리스트,상남,상남,상남,소개,소개,소개,어디,어디,어디,짬뽕,짬뽕,짬뽕,한정식한정식한정식",1,창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 추천 추천 추천 추천 추천 추천 추천 추천 추천 진해 진해 진해 진해 진해 진해 진해 진해 마산 마산 마산 마산 마산 마산 마산 생각 생각 생각 생각 생각 고기 고기 고기 고기 식당 식당 식당 식당 횟집 횟집 횟집 횟집 곱창 곱창 곱창 구이 구이 구이 국밥 국밥 국밥 도가니탕 도가니탕 도가니탕 돈까스 돈까스 돈까스 리스트 리스트 리스트 상남 상남 상남 소개 소개 소개 어디 어디 어디 짬뽕 짬뽕 짬뽕 한정식한정식한정식
30,69,2020,창원시,한식,선지국밥,할머니국밥집,"의창구 의안로49번길 31-5, 1층 (북동)",055-256-2555,1,"선지국, 양평, 계속, 추천, 해장국, 혹시","2, 2, 1, 1, 1, 1","선지국,선지국,양평,양평,계속,추천,해장국,혹시",0,선지국 선지국 양평 양평 계속 추천 해장국 혹시
31,70,2020,창원시,한식,삼계탕,함양옻닭명곡점,"의창구 원이대로 283 (봉곡동,청마빌딩 307호)",055-238-5999,1,"옻닭, 맛집, 몸보, 신용, 창원, 추천, 한번","2, 1, 1, 1, 1, 1, 1","옻닭,옻닭,맛집,몸보,신용,창원,추천,한번",0,옻닭 옻닭 맛집 몸보 신용 창원 추천 한번
32,73,2020,창원시,한식,모듬회,해신식당,"의창구 사화로9번길 9 (팔용동,1층,2층)",055-299-3458,3,"용동, 추천, 해신, 횟집, 가보, 강태공, 모시, 초밥, 가족, 감사, 검색, 계동, 계세, 근처, 나나, 나름, 메뉴, 모임, 미리, 미정","3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","용동,용동,용동,추천,추천,추천,해신,해신,해신,횟집,횟집,횟집,가보,가보,강태공,강태공,모시,모시,초밥,초밥,가족,감사,검색,계동,계세,근처,나나,나름,메뉴,모임,미리,미정",0,용동 용동 용동 추천 추천 추천 해신 해신 해신 횟집 횟집 횟집 가보 가보 강태공 강태공 모시 모시 초밥 초밥 가족 감사 검색 계동 계세 근처 나나 나름 메뉴 모임 미리 미정
33,75,2020,창원시,한식,민물회,해훈식당,의창구 동읍 주남로 105,055-293-7835,1,"물회, 저수지, 겨울, 근처, 남동생, 내일, 민물, 지금, 추천, 혹시, 회도","3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1","물회,물회,물회,저수지,저수지,겨울,근처,남동생,내일,민물,지금,추천,혹시,회도",0,물회 물회 물회 저수지 저수지 겨울 근처 남동생 내일 민물 지금 추천 혹시 회도
34,76,2020,창원시,한식,소등심,향우본가(식육식당),의창구 북면 천주로 1115 (지상1층),055-299-5254,23,"추천, 식당, 맛집, 북면, 아기, 가족, 식사, 모시, 소고기, 온천, 한우, 데리, 밥집, 부모님, 불고기, 아이, 어른, 점심, 주말, 창원","27, 16, 13, 13, 9, 8, 8, 6, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4","추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,식당,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,북면,북면,북면,북면,북면,북면,북면,북면,북면,북면,북면,북면,북면,아기,아기,아기,아기,아기,아기,아기,아기,아기,가족,가족,가족,가족,가족,가족,가족,가족,식사,식사,식사,식사,식사,식사,식사,식사,모시,모시,모시,모시,모시,모시,소고기,소고기,소고기,소고기,소고기,소고기,온천,온천,온천,온천,온천,한우,한우,한우,한우,한우,데리,데리,데리,데리,밥집,밥집,밥집,밥집,부모님,부모님,부모님,부모님,불고기,불고기,불고기,불고기,아이,아이,아이,아이,어른,어른,어른,어른,점심,점심,점심,점심,주말,주말,주말,주말,창원창원창원창원",2,추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 식당 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 북면 북면 북면 북면 북면 북면 북면 북면 북면 북면 북면 북면 북면 아기 아기 아기 아기 아기 아기 아기 아기 아기 가족 가족 가족 가족 가족 가족 가족 가족 식사 식사 식사 식사 식사 식사 식사 식사 모시 모시 모시 모시 모시 모시 소고기 소고기 소고기 소고기 소고기 소고기 온천 온천 온천 온천 온천 한우 한우 한우 한우 한우 데리 데리 데리 데리 밥집 밥집 밥집 밥집 부모님 부모님 부모님 부모님 불고기 불고기 불고기 불고기 아이 아이 아이 아이 어른 어른 어른 어른 점심 점심 점심 점심 주말 주말 주말 주말 창원창원창원창원
35,78,2020,창원시,한식,감자탕,남다른감자탕,"의창구 지귀로12번길 34 (봉곡동,수정프라자 1층 103.104호)",055-277-1288,1,"감자탕, 배달, 포장, 닥치고, 성산구, 실만, 이후, 집중, 추천, 코로나, 한번, 해주, 혹시","3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","감자탕,감자탕,감자탕,배달,배달,포장,포장,닥치고,성산구,실만,이후,집중,추천,코로나,한번,해주,혹시",0,감자탕 감자탕 감자탕 배달 배달 포장 포장 닥치고 성산구 실만 이후 집중 추천 코로나 한번 해주 혹시
36,79,2020,창원시,한식,"돼지갈비, 삼겹살",소정숯불갈비,의창구 도계동 399-5,055-237-6292,4,"갈비, 돼지갈비, 고기, 계동, 맛집, 소정, 양념, 의창구, 이면, 가성, 공휴일, 기름, 냉면, 다생, 달리, 돼지, 마산, 모든, 방법, 불판","5, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","갈비,갈비,갈비,갈비,갈비,돼지갈비,돼지갈비,돼지갈비,돼지갈비,고기,고기,고기,계동,계동,맛집,맛집,소정,소정,양념,양념,의창구,의창구,이면,이면,가성,공휴일,기름,냉면,다생,달리,돼지,마산,모든,방법,불판",0,갈비 갈비 갈비 갈비 갈비 돼지갈비 돼지갈비 돼지갈비 돼지갈비 고기 고기 고기 계동 계동 맛집 맛집 소정 소정 양념 양념 의창구 의창구 이면 이면 가성 공휴일 기름 냉면 다생 달리 돼지 마산 모든 방법 불판
37,80,2020,창원시,분식,돈까스,비비돈까스,의창구 평산로 135번길21,055-282-8700,9,"맛집, 돈가스, 창원, 비비, 추천, 용동, 유니, 가게, 고기, 돈까스, 비빔밥, 서상동, 안심, 이상, 주변, 중동, 까페, 데이트, 메뉴, 모집","24, 21, 17, 12, 11, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2","맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,맛집,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,돈가스,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,창원,비비,비비,비비,비비,비비,비비,비비,비비,비비,비비,비비,비비,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,추천,용동,용동,용동,용동,용동,유니,유니,유니,유니,가게,가게,가게,고기,고기,고기,돈까스,돈까스,돈까스,비빔밥,비빔밥,비빔밥,서상동,서상동,서상동,안심,안심,안심,이상,이상,이상,주변,주변,주변,중동,중동,중동,까페,까페,데이트,데이트,메뉴,메뉴,모집모집",0,맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 맛집 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 돈가스 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 창원 비비 비비 비비 비비 비비 비비 비비 비비 비비 비비 비비 비비 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 추천 용동 용동 용동 용동 용동 유니 유니 유니 유니 가게 가게 가게 고기 고기 고기 돈까스 돈까스 돈까스 비빔밥 비빔밥 비빔밥 서상동 서상동 서상동 안심 안심 안심 이상 이상 이상 주변 주변 주변 중동 중동 중동 까페 까페 데이트 데이트 메뉴 메뉴 모집모집
38,81,2020,창원시,한식,설렁탕,곰애,의창구 명서동 201-5,055-265-8959,1,"설렁탕, 곰내, 곰탕, 김치, 깍두기, 다다, 마음, 부터, 사진, 시간대, 아쉬움, 아침, 영업, 월요일, 자알, 조금, 창원, 토요일, 휴무","2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","설렁탕,설렁탕,곰내,곰탕,김치,깍두기,다다,마음,부터,사진,시간대,아쉬움,아침,영업,월요일,자알,조금,창원,토요일,휴무",0,설렁탕 설렁탕 곰내 곰탕 김치 깍두기 다다 마음 부터 사진 시간대 아쉬움 아침 영업 월요일 자알 조금 창원 토요일 휴무
39,84,2020,창원시,일식,일식코스요리,매화다찌,"성산구 마디미로 38번길 11 2층 203, 204호",055-262-6363,1,"할인, 가능, 방문, 상남동, 판매, 포장, 때문, 모두, 상황, 생물, 시간, 예약, 코로나, 화일, 가게, 가격, 갯수, 건물, 게시, 경우","4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1","할인,할인,할인,할인,가능,가능,가능,방문,방문,방문,상남동,상남동,상남동,판매,판매,판매,포장,포장,포장,때문,때문,모두,모두,상황,상황,생물,생물,시간,시간,예약,예약,코로나,코로나,화일,화일,가게,가격,갯수,건물,게시,경우",0,할인 할인 할인 할인 가능 가능 가능 방문 방문 방문 상남동 상남동 상남동 판매 판매 판매 포장 포장 포장 때문 때문 모두 모두 상황 상황 생물 생물 시간 시간 예약 예약 코로나 코로나 화일 화일 가게 가격 갯수 건물 게시 경우
40,86,2020,창원시,한식,"낙지,낙지전골",갯마을낙지,"성산구 가양로124번길21-9(대방동,대방빌딩201호)",055-283-3006,1,"배달, 외식, 장소, 추천, 기준, 리하, 맛집, 산기, 성산구, 수도, 식구, 약간, 주말, 지금, 친정","2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","배달,배달,외식,외식,장소,장소,추천,추천,기준,리하,맛집,산기,성산구,수도,식구,약간,주말,지금,친정",0,배달 배달 외식 외식 장소 장소 추천 추천 기준 리하 맛집 산기 성산구 수도 식구 약간 주말 지금 친정
41,87,2020,창원시,한식,복요리,경남복국,성산구 중앙대로95번길(중앙동 기산파라다이스217호),055-261-6840,1,"마산회원구, 복국맛, 복국집, 의창구, 창원, 포장","1, 1, 1, 1, 1, 1","마산회원구,복국맛,복국집,의창구,창원,포장",0,마산회원구 복국맛 복국집 의창구 창원 포장
42,93,2020,창원시,한식,갈비류,대풍갈비살,"성산구 마디미서로46(상남동,우진빌딩 301호)",055-266-1188,4,"소고기, 추천, 창원, 맛집, 고기, 오늘, 가시, 가식, 갈비살, 경고, 근처, 남양동, 대풍, 돼지고기, 말구, 보아, 분위기, 사돈, 사진, 삭제","5, 5, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","소고기,소고기,소고기,소고기,소고기,추천,추천,추천,추천,추천,창원,창원,창원,창원,맛집,맛집,맛집,고기,고기,오늘,오늘,가시,가식,갈비살,경고,근처,남양동,대풍,돼지고기,말구,보아,분위기,사돈,사진,삭제",0,소고기 소고기 소고기 소고기 소고기 추천 추천 추천 추천 추천 창원 창원 창원 창원 맛집 맛집 맛집 고기 고기 오늘 오늘 가시 가식 갈비살 경고 근처 남양동 대풍 돼지고기 말구 보아 분위기 사돈 사진 삭제
43,98,2020,창원시,중식,중화요리,만다린,성산구 중앙대로39번길14(중앙동 창원호텔2층),055-283-5551,4,"추천, 중식, 창원, 가족, 개별, 방갈로, 식사, 요리, 코스, 가성, 고급, 김해, 끼리, 독립, 레스토랑, 마창진, 머리, 모시, 모임, 밥집","7, 5, 5, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","추천,추천,추천,추천,추천,추천,추천,중식,중식,중식,중식,중식,창원,창원,창원,창원,창원,가족,가족,가족,개별,개별,방갈로,방갈로,식사,식사,요리,요리,코스,코스,가성,고급,김해,끼리,독립,레스토랑,마창진,머리,모시,모임,밥집",0,추천 추천 추천 추천 추천 추천 추천 중식 중식 중식 중식 중식 창원 창원 창원 창원 창원 가족 가족 가족 개별 개별 방갈로 방갈로 식사 식사 요리 요리 코스 코스 가성 고급 김해 끼리 독립 레스토랑 마창진 머리 모시 모임 밥집
